PK_Date;Moeda_Origem;Moeda_Destino;Exchange_Rate
23/05/1915 00:00;EURO;LIBRA;0,892
24/05/1915 00:00;EURO;LIBRA;0,882
25/05/1915 00:00;EURO;LIBRA;0,883
26/05/1915 00:00;EURO;LIBRA;0,914
27/05/1915 00:00;EURO;LIBRA;0,915
28/05/1915 00:00;EURO;LIBRA;0,882
29/05/1915 00:00;EURO;LIBRA;0,904
30/05/1915 00:00;EURO;LIBRA;0,91
31/05/1915 00:00;EURO;LIBRA;0,894
01/06/1915 00:00;EURO;LIBRA;0,908
02/06/1915 00:00;EURO;LIBRA;0,89
03/06/1915 00:00;EURO;LIBRA;0,907
04/06/1915 00:00;EURO;LIBRA;0,909
05/06/1915 00:00;EURO;LIBRA;0,912
06/06/1915 00:00;EURO;LIBRA;0,906
07/06/1915 00:00;EURO;LIBRA;0,891
08/06/1915 00:00;EURO;LIBRA;0,889
09/06/1915 00:00;EURO;LIBRA;0,898
10/06/1915 00:00;EURO;LIBRA;0,909
11/06/1915 00:00;EURO;LIBRA;0,908
12/06/1915 00:00;EURO;LIBRA;0,906
13/06/1915 00:00;EURO;LIBRA;0,917
14/06/1915 00:00;EURO;LIBRA;0,915
15/06/1915 00:00;EURO;LIBRA;0,907
16/06/1915 00:00;EURO;LIBRA;0,903
17/06/1915 00:00;EURO;LIBRA;0,897
18/06/1915 00:00;EURO;LIBRA;0,901
19/06/1915 00:00;EURO;LIBRA;0,911
20/06/1915 00:00;EURO;LIBRA;0,884
21/06/1915 00:00;EURO;LIBRA;0,913
22/06/1915 00:00;EURO;LIBRA;0,909
23/06/1915 00:00;EURO;LIBRA;0,894
24/06/1915 00:00;EURO;LIBRA;0,903
25/06/1915 00:00;EURO;LIBRA;0,882
26/06/1915 00:00;EURO;LIBRA;0,893
27/06/1915 00:00;EURO;LIBRA;0,906
28/06/1915 00:00;EURO;LIBRA;0,888
29/06/1915 00:00;EURO;LIBRA;0,897
30/06/1915 00:00;EURO;LIBRA;0,909
01/07/1915 00:00;EURO;LIBRA;0,893
02/07/1915 00:00;EURO;LIBRA;0,899
03/07/1915 00:00;EURO;LIBRA;0,916
04/07/1915 00:00;EURO;LIBRA;0,881
05/07/1915 00:00;EURO;LIBRA;0,901
06/07/1915 00:00;EURO;LIBRA;0,891
07/07/1915 00:00;EURO;LIBRA;0,904
08/07/1915 00:00;EURO;LIBRA;0,915
09/07/1915 00:00;EURO;LIBRA;0,904
10/07/1915 00:00;EURO;LIBRA;0,912
11/07/1915 00:00;EURO;LIBRA;0,896
12/07/1915 00:00;EURO;LIBRA;0,92
13/07/1915 00:00;EURO;LIBRA;0,895
14/07/1915 00:00;EURO;LIBRA;0,916
15/07/1915 00:00;EURO;LIBRA;0,882
16/07/1915 00:00;EURO;LIBRA;0,883
17/07/1915 00:00;EURO;LIBRA;0,919
18/07/1915 00:00;EURO;LIBRA;0,907
19/07/1915 00:00;EURO;LIBRA;0,889
20/07/1915 00:00;EURO;LIBRA;0,909
21/07/1915 00:00;EURO;LIBRA;0,917
22/07/1915 00:00;EURO;LIBRA;0,891
23/07/1915 00:00;EURO;LIBRA;0,918
24/07/1915 00:00;EURO;LIBRA;0,906
25/07/1915 00:00;EURO;LIBRA;0,892
26/07/1915 00:00;EURO;LIBRA;0,893
27/07/1915 00:00;EURO;LIBRA;0,883
28/07/1915 00:00;EURO;LIBRA;0,891
29/07/1915 00:00;EURO;LIBRA;0,909
30/07/1915 00:00;EURO;LIBRA;0,918
31/07/1915 00:00;EURO;LIBRA;0,918
01/08/1915 00:00;EURO;LIBRA;0,9
02/08/1915 00:00;EURO;LIBRA;0,885
03/08/1915 00:00;EURO;LIBRA;0,901
04/08/1915 00:00;EURO;LIBRA;0,891
05/08/1915 00:00;EURO;LIBRA;0,906
06/08/1915 00:00;EURO;LIBRA;0,889
07/08/1915 00:00;EURO;LIBRA;0,908
08/08/1915 00:00;EURO;LIBRA;0,905
09/08/1915 00:00;EURO;LIBRA;0,885
10/08/1915 00:00;EURO;LIBRA;0,885
11/08/1915 00:00;EURO;LIBRA;0,91
12/08/1915 00:00;EURO;LIBRA;0,911
13/08/1915 00:00;EURO;LIBRA;0,92
14/08/1915 00:00;EURO;LIBRA;0,913
15/08/1915 00:00;EURO;LIBRA;0,918
16/08/1915 00:00;EURO;LIBRA;0,914
17/08/1915 00:00;EURO;LIBRA;0,881
18/08/1915 00:00;EURO;LIBRA;0,881
19/08/1915 00:00;EURO;LIBRA;0,919
20/08/1915 00:00;EURO;LIBRA;0,88
21/08/1915 00:00;EURO;LIBRA;0,916
22/08/1915 00:00;EURO;LIBRA;0,901
23/08/1915 00:00;EURO;LIBRA;0,889
24/08/1915 00:00;EURO;LIBRA;0,913
25/08/1915 00:00;EURO;LIBRA;0,908
26/08/1915 00:00;EURO;LIBRA;0,903
27/08/1915 00:00;EURO;LIBRA;0,885
28/08/1915 00:00;EURO;LIBRA;0,907
29/08/1915 00:00;EURO;LIBRA;0,904
30/08/1915 00:00;EURO;LIBRA;0,883
31/08/1915 00:00;EURO;LIBRA;0,884
01/09/1915 00:00;EURO;LIBRA;0,912
02/09/1915 00:00;EURO;LIBRA;0,881
03/09/1915 00:00;EURO;LIBRA;0,884
04/09/1915 00:00;EURO;LIBRA;0,907
05/09/1915 00:00;EURO;LIBRA;0,916
06/09/1915 00:00;EURO;LIBRA;0,894
07/09/1915 00:00;EURO;LIBRA;0,903
08/09/1915 00:00;EURO;LIBRA;0,915
09/09/1915 00:00;EURO;LIBRA;0,912
10/09/1915 00:00;EURO;LIBRA;0,889
11/09/1915 00:00;EURO;LIBRA;0,88
12/09/1915 00:00;EURO;LIBRA;0,882
13/09/1915 00:00;EURO;LIBRA;0,898
14/09/1915 00:00;EURO;LIBRA;0,89
15/09/1915 00:00;EURO;LIBRA;0,908
16/09/1915 00:00;EURO;LIBRA;0,884
17/09/1915 00:00;EURO;LIBRA;0,908
18/09/1915 00:00;EURO;LIBRA;0,884
19/09/1915 00:00;EURO;LIBRA;0,883
20/09/1915 00:00;EURO;LIBRA;0,892
21/09/1915 00:00;EURO;LIBRA;0,913
22/09/1915 00:00;EURO;LIBRA;0,884
23/09/1915 00:00;EURO;LIBRA;0,915
24/09/1915 00:00;EURO;LIBRA;0,88
25/09/1915 00:00;EURO;LIBRA;0,906
26/09/1915 00:00;EURO;LIBRA;0,881
27/09/1915 00:00;EURO;LIBRA;0,914
28/09/1915 00:00;EURO;LIBRA;0,896
29/09/1915 00:00;EURO;LIBRA;0,91
30/09/1915 00:00;EURO;LIBRA;0,91
01/10/1915 00:00;EURO;LIBRA;0,904
02/10/1915 00:00;EURO;LIBRA;0,92
03/10/1915 00:00;EURO;LIBRA;0,916
04/10/1915 00:00;EURO;LIBRA;0,915
05/10/1915 00:00;EURO;LIBRA;0,883
06/10/1915 00:00;EURO;LIBRA;0,892
07/10/1915 00:00;EURO;LIBRA;0,915
08/10/1915 00:00;EURO;LIBRA;0,899
09/10/1915 00:00;EURO;LIBRA;0,897
10/10/1915 00:00;EURO;LIBRA;0,91
11/10/1915 00:00;EURO;LIBRA;0,886
12/10/1915 00:00;EURO;LIBRA;0,906
13/10/1915 00:00;EURO;LIBRA;0,888
14/10/1915 00:00;EURO;LIBRA;0,889
15/10/1915 00:00;EURO;LIBRA;0,908
16/10/1915 00:00;EURO;LIBRA;0,9
17/10/1915 00:00;EURO;LIBRA;0,911
18/10/1915 00:00;EURO;LIBRA;0,911
19/10/1915 00:00;EURO;LIBRA;0,9
20/10/1915 00:00;EURO;LIBRA;0,91
21/10/1915 00:00;EURO;LIBRA;0,907
22/10/1915 00:00;EURO;LIBRA;0,903
23/10/1915 00:00;EURO;LIBRA;0,9
24/10/1915 00:00;EURO;LIBRA;0,887
25/10/1915 00:00;EURO;LIBRA;0,913
26/10/1915 00:00;EURO;LIBRA;0,916
27/10/1915 00:00;EURO;LIBRA;0,904
28/10/1915 00:00;EURO;LIBRA;0,917
29/10/1915 00:00;EURO;LIBRA;0,895
30/10/1915 00:00;EURO;LIBRA;0,894
31/10/1915 00:00;EURO;LIBRA;0,902
01/11/1915 00:00;EURO;LIBRA;0,886
02/11/1915 00:00;EURO;LIBRA;0,885
03/11/1915 00:00;EURO;LIBRA;0,905
04/11/1915 00:00;EURO;LIBRA;0,897
05/11/1915 00:00;EURO;LIBRA;0,903
06/11/1915 00:00;EURO;LIBRA;0,884
07/11/1915 00:00;EURO;LIBRA;0,889
08/11/1915 00:00;EURO;LIBRA;0,908
09/11/1915 00:00;EURO;LIBRA;0,881
10/11/1915 00:00;EURO;LIBRA;0,884
11/11/1915 00:00;EURO;LIBRA;0,916
12/11/1915 00:00;EURO;LIBRA;0,895
13/11/1915 00:00;EURO;LIBRA;0,916
14/11/1915 00:00;EURO;LIBRA;0,883
15/11/1915 00:00;EURO;LIBRA;0,91
16/11/1915 00:00;EURO;LIBRA;0,907
17/11/1915 00:00;EURO;LIBRA;0,892
18/11/1915 00:00;EURO;LIBRA;0,899
19/11/1915 00:00;EURO;LIBRA;0,888
20/11/1915 00:00;EURO;LIBRA;0,897
21/11/1915 00:00;EURO;LIBRA;0,902
22/11/1915 00:00;EURO;LIBRA;0,914
23/11/1915 00:00;EURO;LIBRA;0,881
24/11/1915 00:00;EURO;LIBRA;0,902
25/11/1915 00:00;EURO;LIBRA;0,917
26/11/1915 00:00;EURO;LIBRA;0,882
27/11/1915 00:00;EURO;LIBRA;0,913
28/11/1915 00:00;EURO;LIBRA;0,896
29/11/1915 00:00;EURO;LIBRA;0,906
30/11/1915 00:00;EURO;LIBRA;0,919
01/12/1915 00:00;EURO;LIBRA;0,911
02/12/1915 00:00;EURO;LIBRA;0,889
03/12/1915 00:00;EURO;LIBRA;0,884
04/12/1915 00:00;EURO;LIBRA;0,899
05/12/1915 00:00;EURO;LIBRA;0,899
06/12/1915 00:00;EURO;LIBRA;0,89
07/12/1915 00:00;EURO;LIBRA;0,912
08/12/1915 00:00;EURO;LIBRA;0,9
09/12/1915 00:00;EURO;LIBRA;0,905
10/12/1915 00:00;EURO;LIBRA;0,894
11/12/1915 00:00;EURO;LIBRA;0,882
12/12/1915 00:00;EURO;LIBRA;0,91
13/12/1915 00:00;EURO;LIBRA;0,88
14/12/1915 00:00;EURO;LIBRA;0,91
15/12/1915 00:00;EURO;LIBRA;0,91
16/12/1915 00:00;EURO;LIBRA;0,9
17/12/1915 00:00;EURO;LIBRA;0,888
18/12/1915 00:00;EURO;LIBRA;0,914
19/12/1915 00:00;EURO;LIBRA;0,881
20/12/1915 00:00;EURO;LIBRA;0,881
21/12/1915 00:00;EURO;LIBRA;0,881
22/12/1915 00:00;EURO;LIBRA;0,916
23/12/1915 00:00;EURO;LIBRA;0,888
24/12/1915 00:00;EURO;LIBRA;0,916
25/12/1915 00:00;EURO;LIBRA;0,881
26/12/1915 00:00;EURO;LIBRA;0,887
27/12/1915 00:00;EURO;LIBRA;0,892
28/12/1915 00:00;EURO;LIBRA;0,909
29/12/1915 00:00;EURO;LIBRA;0,883
30/12/1915 00:00;EURO;LIBRA;0,903
31/12/1915 00:00;EURO;LIBRA;0,882
01/01/1916 00:00;EURO;LIBRA;0,92
02/01/1916 00:00;EURO;LIBRA;0,894
03/01/1916 00:00;EURO;LIBRA;0,914
04/01/1916 00:00;EURO;LIBRA;0,891
05/01/1916 00:00;EURO;LIBRA;0,893
06/01/1916 00:00;EURO;LIBRA;0,883
07/01/1916 00:00;EURO;LIBRA;0,92
08/01/1916 00:00;EURO;LIBRA;0,908
09/01/1916 00:00;EURO;LIBRA;0,908
10/01/1916 00:00;EURO;LIBRA;0,915
11/01/1916 00:00;EURO;LIBRA;0,913
12/01/1916 00:00;EURO;LIBRA;0,881
13/01/1916 00:00;EURO;LIBRA;0,9
14/01/1916 00:00;EURO;LIBRA;0,897
15/01/1916 00:00;EURO;LIBRA;0,887
16/01/1916 00:00;EURO;LIBRA;0,883
17/01/1916 00:00;EURO;LIBRA;0,881
18/01/1916 00:00;EURO;LIBRA;0,918
19/01/1916 00:00;EURO;LIBRA;0,904
20/01/1916 00:00;EURO;LIBRA;0,895
21/01/1916 00:00;EURO;LIBRA;0,884
22/01/1916 00:00;EURO;LIBRA;0,893
23/01/1916 00:00;EURO;LIBRA;0,898
24/01/1916 00:00;EURO;LIBRA;0,92
25/01/1916 00:00;EURO;LIBRA;0,89
26/01/1916 00:00;EURO;LIBRA;0,905
27/01/1916 00:00;EURO;LIBRA;0,88
28/01/1916 00:00;EURO;LIBRA;0,916
29/01/1916 00:00;EURO;LIBRA;0,908
30/01/1916 00:00;EURO;LIBRA;0,919
31/01/1916 00:00;EURO;LIBRA;0,888
01/02/1916 00:00;EURO;LIBRA;0,92
02/02/1916 00:00;EURO;LIBRA;0,92
03/02/1916 00:00;EURO;LIBRA;0,908
04/02/1916 00:00;EURO;LIBRA;0,893
05/02/1916 00:00;EURO;LIBRA;0,889
06/02/1916 00:00;EURO;LIBRA;0,886
07/02/1916 00:00;EURO;LIBRA;0,884
08/02/1916 00:00;EURO;LIBRA;0,916
09/02/1916 00:00;EURO;LIBRA;0,905
10/02/1916 00:00;EURO;LIBRA;0,899
11/02/1916 00:00;EURO;LIBRA;0,901
12/02/1916 00:00;EURO;LIBRA;0,887
13/02/1916 00:00;EURO;LIBRA;0,886
14/02/1916 00:00;EURO;LIBRA;0,901
15/02/1916 00:00;EURO;LIBRA;0,914
16/02/1916 00:00;EURO;LIBRA;0,896
17/02/1916 00:00;EURO;LIBRA;0,895
18/02/1916 00:00;EURO;LIBRA;0,888
19/02/1916 00:00;EURO;LIBRA;0,899
20/02/1916 00:00;EURO;LIBRA;0,886
21/02/1916 00:00;EURO;LIBRA;0,913
22/02/1916 00:00;EURO;LIBRA;0,909
23/02/1916 00:00;EURO;LIBRA;0,888
24/02/1916 00:00;EURO;LIBRA;0,89
25/02/1916 00:00;EURO;LIBRA;0,891
26/02/1916 00:00;EURO;LIBRA;0,91
27/02/1916 00:00;EURO;LIBRA;0,909
28/02/1916 00:00;EURO;LIBRA;0,901
29/02/1916 00:00;EURO;LIBRA;0,912
01/03/1916 00:00;EURO;LIBRA;0,891
02/03/1916 00:00;EURO;LIBRA;0,911
03/03/1916 00:00;EURO;LIBRA;0,889
04/03/1916 00:00;EURO;LIBRA;0,912
05/03/1916 00:00;EURO;LIBRA;0,908
06/03/1916 00:00;EURO;LIBRA;0,908
07/03/1916 00:00;EURO;LIBRA;0,889
08/03/1916 00:00;EURO;LIBRA;0,889
09/03/1916 00:00;EURO;LIBRA;0,89
10/03/1916 00:00;EURO;LIBRA;0,903
11/03/1916 00:00;EURO;LIBRA;0,912
12/03/1916 00:00;EURO;LIBRA;0,889
13/03/1916 00:00;EURO;LIBRA;0,881
14/03/1916 00:00;EURO;LIBRA;0,899
15/03/1916 00:00;EURO;LIBRA;0,911
16/03/1916 00:00;EURO;LIBRA;0,882
17/03/1916 00:00;EURO;LIBRA;0,917
18/03/1916 00:00;EURO;LIBRA;0,909
19/03/1916 00:00;EURO;LIBRA;0,885
20/03/1916 00:00;EURO;LIBRA;0,894
21/03/1916 00:00;EURO;LIBRA;0,914
22/03/1916 00:00;EURO;LIBRA;0,899
23/03/1916 00:00;EURO;LIBRA;0,908
24/03/1916 00:00;EURO;LIBRA;0,898
25/03/1916 00:00;EURO;LIBRA;0,911
26/03/1916 00:00;EURO;LIBRA;0,884
27/03/1916 00:00;EURO;LIBRA;0,907
28/03/1916 00:00;EURO;LIBRA;0,889
29/03/1916 00:00;EURO;LIBRA;0,883
30/03/1916 00:00;EURO;LIBRA;0,915
31/03/1916 00:00;EURO;LIBRA;0,918
01/04/1916 00:00;EURO;LIBRA;0,889
02/04/1916 00:00;EURO;LIBRA;0,912
03/04/1916 00:00;EURO;LIBRA;0,888
04/04/1916 00:00;EURO;LIBRA;0,906
05/04/1916 00:00;EURO;LIBRA;0,885
06/04/1916 00:00;EURO;LIBRA;0,88
07/04/1916 00:00;EURO;LIBRA;0,889
08/04/1916 00:00;EURO;LIBRA;0,918
09/04/1916 00:00;EURO;LIBRA;0,918
10/04/1916 00:00;EURO;LIBRA;0,913
11/04/1916 00:00;EURO;LIBRA;0,913
12/04/1916 00:00;EURO;LIBRA;0,889
13/04/1916 00:00;EURO;LIBRA;0,911
14/04/1916 00:00;EURO;LIBRA;0,891
15/04/1916 00:00;EURO;LIBRA;0,912
16/04/1916 00:00;EURO;LIBRA;0,904
17/04/1916 00:00;EURO;LIBRA;0,891
18/04/1916 00:00;EURO;LIBRA;0,908
19/04/1916 00:00;EURO;LIBRA;0,901
20/04/1916 00:00;EURO;LIBRA;0,909
21/04/1916 00:00;EURO;LIBRA;0,89
22/04/1916 00:00;EURO;LIBRA;0,918
23/04/1916 00:00;EURO;LIBRA;0,905
24/04/1916 00:00;EURO;LIBRA;0,916
25/04/1916 00:00;EURO;LIBRA;0,888
26/04/1916 00:00;EURO;LIBRA;0,9
27/04/1916 00:00;EURO;LIBRA;0,912
28/04/1916 00:00;EURO;LIBRA;0,913
29/04/1916 00:00;EURO;LIBRA;0,911
30/04/1916 00:00;EURO;LIBRA;0,912
01/05/1916 00:00;EURO;LIBRA;0,889
02/05/1916 00:00;EURO;LIBRA;0,89
03/05/1916 00:00;EURO;LIBRA;0,914
04/05/1916 00:00;EURO;LIBRA;0,914
05/05/1916 00:00;EURO;LIBRA;0,917
06/05/1916 00:00;EURO;LIBRA;0,916
07/05/1916 00:00;EURO;LIBRA;0,88
08/05/1916 00:00;EURO;LIBRA;0,892
09/05/1916 00:00;EURO;LIBRA;0,909
10/05/1916 00:00;EURO;LIBRA;0,908
11/05/1916 00:00;EURO;LIBRA;0,913
12/05/1916 00:00;EURO;LIBRA;0,897
13/05/1916 00:00;EURO;LIBRA;0,894
14/05/1916 00:00;EURO;LIBRA;0,885
15/05/1916 00:00;EURO;LIBRA;0,884
16/05/1916 00:00;EURO;LIBRA;0,895
17/05/1916 00:00;EURO;LIBRA;0,919
18/05/1916 00:00;EURO;LIBRA;0,898
19/05/1916 00:00;EURO;LIBRA;0,911
20/05/1916 00:00;EURO;LIBRA;0,881
21/05/1916 00:00;EURO;LIBRA;0,905
22/05/1916 00:00;EURO;LIBRA;0,891
23/05/1916 00:00;EURO;LIBRA;0,91
24/05/1916 00:00;EURO;LIBRA;0,916
25/05/1916 00:00;EURO;LIBRA;0,905
26/05/1916 00:00;EURO;LIBRA;0,883
27/05/1916 00:00;EURO;LIBRA;0,895
28/05/1916 00:00;EURO;LIBRA;0,92
29/05/1916 00:00;EURO;LIBRA;0,917
30/05/1916 00:00;EURO;LIBRA;0,884
31/05/1916 00:00;EURO;LIBRA;0,92
01/06/1916 00:00;EURO;LIBRA;0,893
02/06/1916 00:00;EURO;LIBRA;0,882
03/06/1916 00:00;EURO;LIBRA;0,91
04/06/1916 00:00;EURO;LIBRA;0,89
05/06/1916 00:00;EURO;LIBRA;0,914
06/06/1916 00:00;EURO;LIBRA;0,915
07/06/1916 00:00;EURO;LIBRA;0,89
08/06/1916 00:00;EURO;LIBRA;0,905
09/06/1916 00:00;EURO;LIBRA;0,917
10/06/1916 00:00;EURO;LIBRA;0,905
11/06/1916 00:00;EURO;LIBRA;0,919
12/06/1916 00:00;EURO;LIBRA;0,88
13/06/1916 00:00;EURO;LIBRA;0,909
14/06/1916 00:00;EURO;LIBRA;0,903
15/06/1916 00:00;EURO;LIBRA;0,895
16/06/1916 00:00;EURO;LIBRA;0,89
17/06/1916 00:00;EURO;LIBRA;0,889
18/06/1916 00:00;EURO;LIBRA;0,896
19/06/1916 00:00;EURO;LIBRA;0,904
20/06/1916 00:00;EURO;LIBRA;0,918
21/06/1916 00:00;EURO;LIBRA;0,917
22/06/1916 00:00;EURO;LIBRA;0,898
23/06/1916 00:00;EURO;LIBRA;0,893
24/06/1916 00:00;EURO;LIBRA;0,89
25/06/1916 00:00;EURO;LIBRA;0,902
26/06/1916 00:00;EURO;LIBRA;0,881
27/06/1916 00:00;EURO;LIBRA;0,892
28/06/1916 00:00;EURO;LIBRA;0,887
29/06/1916 00:00;EURO;LIBRA;0,89
30/06/1916 00:00;EURO;LIBRA;0,918
01/07/1916 00:00;EURO;LIBRA;0,912
02/07/1916 00:00;EURO;LIBRA;0,9
03/07/1916 00:00;EURO;LIBRA;0,911
04/07/1916 00:00;EURO;LIBRA;0,908
05/07/1916 00:00;EURO;LIBRA;0,902
06/07/1916 00:00;EURO;LIBRA;0,895
07/07/1916 00:00;EURO;LIBRA;0,882
08/07/1916 00:00;EURO;LIBRA;0,914
09/07/1916 00:00;EURO;LIBRA;0,902
10/07/1916 00:00;EURO;LIBRA;0,893
11/07/1916 00:00;EURO;LIBRA;0,9
12/07/1916 00:00;EURO;LIBRA;0,914
13/07/1916 00:00;EURO;LIBRA;0,908
14/07/1916 00:00;EURO;LIBRA;0,92
15/07/1916 00:00;EURO;LIBRA;0,917
16/07/1916 00:00;EURO;LIBRA;0,91
17/07/1916 00:00;EURO;LIBRA;0,885
18/07/1916 00:00;EURO;LIBRA;0,916
19/07/1916 00:00;EURO;LIBRA;0,917
20/07/1916 00:00;EURO;LIBRA;0,883
21/07/1916 00:00;EURO;LIBRA;0,918
22/07/1916 00:00;EURO;LIBRA;0,889
23/07/1916 00:00;EURO;LIBRA;0,91
24/07/1916 00:00;EURO;LIBRA;0,903
25/07/1916 00:00;EURO;LIBRA;0,9
26/07/1916 00:00;EURO;LIBRA;0,885
27/07/1916 00:00;EURO;LIBRA;0,918
28/07/1916 00:00;EURO;LIBRA;0,884
29/07/1916 00:00;EURO;LIBRA;0,907
30/07/1916 00:00;EURO;LIBRA;0,89
31/07/1916 00:00;EURO;LIBRA;0,9
01/08/1916 00:00;EURO;LIBRA;0,91
02/08/1916 00:00;EURO;LIBRA;0,914
03/08/1916 00:00;EURO;LIBRA;0,899
04/08/1916 00:00;EURO;LIBRA;0,892
05/08/1916 00:00;EURO;LIBRA;0,88
06/08/1916 00:00;EURO;LIBRA;0,899
07/08/1916 00:00;EURO;LIBRA;0,886
08/08/1916 00:00;EURO;LIBRA;0,882
09/08/1916 00:00;EURO;LIBRA;0,91
10/08/1916 00:00;EURO;LIBRA;0,884
11/08/1916 00:00;EURO;LIBRA;0,891
12/08/1916 00:00;EURO;LIBRA;0,887
13/08/1916 00:00;EURO;LIBRA;0,908
14/08/1916 00:00;EURO;LIBRA;0,894
15/08/1916 00:00;EURO;LIBRA;0,889
16/08/1916 00:00;EURO;LIBRA;0,893
17/08/1916 00:00;EURO;LIBRA;0,886
18/08/1916 00:00;EURO;LIBRA;0,918
19/08/1916 00:00;EURO;LIBRA;0,888
20/08/1916 00:00;EURO;LIBRA;0,88
21/08/1916 00:00;EURO;LIBRA;0,917
22/08/1916 00:00;EURO;LIBRA;0,894
23/08/1916 00:00;EURO;LIBRA;0,883
24/08/1916 00:00;EURO;LIBRA;0,9
25/08/1916 00:00;EURO;LIBRA;0,901
26/08/1916 00:00;EURO;LIBRA;0,899
27/08/1916 00:00;EURO;LIBRA;0,919
28/08/1916 00:00;EURO;LIBRA;0,906
29/08/1916 00:00;EURO;LIBRA;0,887
30/08/1916 00:00;EURO;LIBRA;0,884
31/08/1916 00:00;EURO;LIBRA;0,91
01/09/1916 00:00;EURO;LIBRA;0,906
02/09/1916 00:00;EURO;LIBRA;0,904
03/09/1916 00:00;EURO;LIBRA;0,914
04/09/1916 00:00;EURO;LIBRA;0,886
05/09/1916 00:00;EURO;LIBRA;0,894
06/09/1916 00:00;EURO;LIBRA;0,907
07/09/1916 00:00;EURO;LIBRA;0,898
08/09/1916 00:00;EURO;LIBRA;0,887
09/09/1916 00:00;EURO;LIBRA;0,915
10/09/1916 00:00;EURO;LIBRA;0,895
11/09/1916 00:00;EURO;LIBRA;0,907
12/09/1916 00:00;EURO;LIBRA;0,901
13/09/1916 00:00;EURO;LIBRA;0,915
14/09/1916 00:00;EURO;LIBRA;0,882
15/09/1916 00:00;EURO;LIBRA;0,917
16/09/1916 00:00;EURO;LIBRA;0,916
17/09/1916 00:00;EURO;LIBRA;0,918
18/09/1916 00:00;EURO;LIBRA;0,92
19/09/1916 00:00;EURO;LIBRA;0,896
20/09/1916 00:00;EURO;LIBRA;0,913
21/09/1916 00:00;EURO;LIBRA;0,918
22/09/1916 00:00;EURO;LIBRA;0,905
23/09/1916 00:00;EURO;LIBRA;0,905
24/09/1916 00:00;EURO;LIBRA;0,881
25/09/1916 00:00;EURO;LIBRA;0,887
26/09/1916 00:00;EURO;LIBRA;0,888
27/09/1916 00:00;EURO;LIBRA;0,889
28/09/1916 00:00;EURO;LIBRA;0,884
29/09/1916 00:00;EURO;LIBRA;0,919
30/09/1916 00:00;EURO;LIBRA;0,907
01/10/1916 00:00;EURO;LIBRA;0,893
02/10/1916 00:00;EURO;LIBRA;0,897
03/10/1916 00:00;EURO;LIBRA;0,901
04/10/1916 00:00;EURO;LIBRA;0,904
05/10/1916 00:00;EURO;LIBRA;0,886
06/10/1916 00:00;EURO;LIBRA;0,905
07/10/1916 00:00;EURO;LIBRA;0,891
08/10/1916 00:00;EURO;LIBRA;0,918
09/10/1916 00:00;EURO;LIBRA;0,919
10/10/1916 00:00;EURO;LIBRA;0,92
11/10/1916 00:00;EURO;LIBRA;0,896
12/10/1916 00:00;EURO;LIBRA;0,885
13/10/1916 00:00;EURO;LIBRA;0,88
14/10/1916 00:00;EURO;LIBRA;0,896
15/10/1916 00:00;EURO;LIBRA;0,885
16/10/1916 00:00;EURO;LIBRA;0,92
17/10/1916 00:00;EURO;LIBRA;0,908
18/10/1916 00:00;EURO;LIBRA;0,903
19/10/1916 00:00;EURO;LIBRA;0,903
20/10/1916 00:00;EURO;LIBRA;0,92
21/10/1916 00:00;EURO;LIBRA;0,906
22/10/1916 00:00;EURO;LIBRA;0,916
23/10/1916 00:00;EURO;LIBRA;0,911
24/10/1916 00:00;EURO;LIBRA;0,896
25/10/1916 00:00;EURO;LIBRA;0,892
26/10/1916 00:00;EURO;LIBRA;0,918
27/10/1916 00:00;EURO;LIBRA;0,884
28/10/1916 00:00;EURO;LIBRA;0,911
29/10/1916 00:00;EURO;LIBRA;0,909
30/10/1916 00:00;EURO;LIBRA;0,919
31/10/1916 00:00;EURO;LIBRA;0,895
01/11/1916 00:00;EURO;LIBRA;0,898
02/11/1916 00:00;EURO;LIBRA;0,896
03/11/1916 00:00;EURO;LIBRA;0,911
04/11/1916 00:00;EURO;LIBRA;0,9
05/11/1916 00:00;EURO;LIBRA;0,896
06/11/1916 00:00;EURO;LIBRA;0,896
07/11/1916 00:00;EURO;LIBRA;0,886
08/11/1916 00:00;EURO;LIBRA;0,905
09/11/1916 00:00;EURO;LIBRA;0,899
10/11/1916 00:00;EURO;LIBRA;0,914
11/11/1916 00:00;EURO;LIBRA;0,903
12/11/1916 00:00;EURO;LIBRA;0,908
13/11/1916 00:00;EURO;LIBRA;0,899
14/11/1916 00:00;EURO;LIBRA;0,903
15/11/1916 00:00;EURO;LIBRA;0,894
16/11/1916 00:00;EURO;LIBRA;0,886
17/11/1916 00:00;EURO;LIBRA;0,91
18/11/1916 00:00;EURO;LIBRA;0,893
19/11/1916 00:00;EURO;LIBRA;0,918
20/11/1916 00:00;EURO;LIBRA;0,895
21/11/1916 00:00;EURO;LIBRA;0,894
22/11/1916 00:00;EURO;LIBRA;0,908
23/11/1916 00:00;EURO;LIBRA;0,907
24/11/1916 00:00;EURO;LIBRA;0,882
25/11/1916 00:00;EURO;LIBRA;0,913
26/11/1916 00:00;EURO;LIBRA;0,892
27/11/1916 00:00;EURO;LIBRA;0,913
28/11/1916 00:00;EURO;LIBRA;0,912
29/11/1916 00:00;EURO;LIBRA;0,904
30/11/1916 00:00;EURO;LIBRA;0,904
